drive_id,route_counter,wall_date,date,n_segs,n_elig,engaged_frac,weave_path,weave_steer,hunt_steer,centering_abs,centering_signed,spd_mph,sr_start,sr_end,aoa_start,aoa_end,stf,cal_yaw,cal_pitch,cal_roll,calperc_start,calperc_min,calperc_end,lc_kp,pi_set
route_27,39,1775498980.4892735,2026-04-06 18:09,50,6,0.7269748281304336,0.6342475924316604,0.3779908162209356,0.1450662368680327,0.1749103516340255,0.1150882206857204,74.94262914915086,16.861347198486328,16.593721389770508,0.2537080943584442,0.2667977809906006,0.9992934465408324,-3.0767011642456055,2.38950252532959,-0.0199886709451675,100.0,100.0,100.0,,unknown/manual
route_41,65,1774272158.252988,2026-03-23 13:22,11,6,0.6329735333577265,2.4743196350248313,0.9434170320197952,0.1309283637702264,0.151093378663063,-0.0872391387820243,45.70224860052109,16.93932342529297,16.924104690551758,-0.5982338786125183,-0.5601312518119812,1.0080305337905884,-3.1113295555114746,2.4711713790893555,-0.010296125896275,100.0,100.0,100.0,,unknown/manual
route_49,73,1774278793.2880268,2026-03-23 15:13,6,0,0.5930042115114647,,,,,,,17.059505462646484,17.05150604248047,-0.6575089693069458,0.1843863427639007,0.9998857975006104,-3.196672201156616,2.45023250579834,-0.0139075964689254,100.0,100.0,100.0,0.0001000000047497,weak
route_3e,62,1775999585.4510295,2026-04-12 13:13,17,5,0.7950918762088974,1.3895794288242953,0.6121385999703278,0.2181472774167591,0.1300676763057708,-0.0821611583232879,59.25559716400147,16.791757583618164,16.745882034301758,-0.0623075142502784,-0.180680975317955,0.9995512962341307,-2.86138916015625,2.491966485977173,-0.0106729855760931,100.0,100.0,100.0,,unknown/manual
route_46,70,1774276458.2864485,2026-03-23 14:34,11,1,0.5075045759609518,1.2658808275680242,0.8561980842963108,0.1566052712750402,0.0832072868943214,0.0210311226546764,78.59057812129976,16.87682342529297,16.9122257232666,-1.2212508916854858,-1.0770739316940308,0.9993460774421692,-3.19221568107605,2.475799560546875,-0.013735881075263,100.0,100.0,100.0,0.0004957983037456,golden
route_1b,27,1773245320.9326644,2026-03-11 16:08,61,12,0.4977276496931497,1.189361064059804,0.6719807405878927,0.1152883506169737,0.1729925945401191,-0.1528109796345234,75.01474363561631,16.87133026123047,17.07498550415039,-0.1650247424840927,-0.4423819184303283,1.192145586013794,-3.5655362606048584,2.5315358638763428,-0.030767448246479,100.0,100.0,100.0,,unknown/manual
route_47,71,1774277264.2882302,2026-03-23 14:47,13,4,0.5216913341913342,0.6881933655796123,0.4154108886353299,0.0619288282110064,0.2006702274084091,-0.1342161558568477,76.30996068679809,16.908939361572266,16.92580795288086,-1.108595609664917,-0.5092858076095581,0.9997546076774596,-3.222249984741211,2.4710206985473633,-0.0150408102199435,100.0,100.0,100.0,0.0001976744097191,weak
route_37,55,1775683190.4016707,2026-04-08 21:19,38,2,0.602759009009009,0.7356052608562607,0.4238871647159413,0.1189376164705073,0.2470951229333877,-0.1870662756264209,78.32583407413483,16.748266220092773,16.722082138061523,0.1215531602501869,0.107131078839302,1.0048987865447998,-3.0405352115631104,2.4032983779907227,-0.0182884633541107,100.0,100.0,100.0,,unknown/manual
route_43,67,1774274574.380932,2026-03-23 14:02,19,5,0.5829558221288008,0.8724235256714937,0.5865036486206954,0.1419591292345166,0.1290803551673889,-0.1161935776472091,73.949484842453,16.724422454833984,16.77117919921875,-0.4598161280155182,-0.4146786034107208,1.0000386238098145,-3.2020275592803955,2.4664900302886963,-0.0141587750986218,100.0,100.0,100.0,,unknown/manual
route_51,81,1774356764.3146472,2026-03-24 12:52,7,0,0.0,,,,,,,17.289670944213867,17.04338264465332,-0.0764141008257865,0.0144283957779407,0.9968287348747252,-3.0971946716308594,2.4717772006988525,-0.0093838032335042,100.0,100.0,100.0,,unknown/manual
route_36,54,1775680678.5578892,2026-04-08 20:37,42,0,0.9609957316684716,,,,,,,16.72064971923828,16.80913734436035,0.0716666802763938,0.1151764243841171,0.9983677864074708,-3.12972640991211,2.357379913330078,-0.0219151191413402,100.0,100.0,100.0,,unknown/manual
route_56,86,1776459108.872141,2026-04-17 20:51,8,0,0.0,,,,,,,16.496305465698242,16.61567497253418,-0.6002858281135559,-1.0270100831985474,1.0,-2.7972781658172607,2.444211483001709,-0.0080213900655508,100.0,100.0,100.0,,unknown/manual
route_54,84,1776441269.544259,2026-04-17 15:54,17,1,0.0746786681414241,5.414806763976132,1.6936322373620183,0.2653143747606079,0.1341580003499984,-0.134144902229309,47.11498555557251,16.543724060058594,16.56953239440918,-0.1299140155315399,-0.266064316034317,1.0,-2.909027099609375,2.4271132946014404,-0.0127836009487509,100.0,100.0,100.0,,unknown/manual
route_5a,90,1774542684.4763365,2026-03-26 16:31,9,1,0.7280858676207513,2.735726619044564,1.2293232745896567,0.1291531463732725,0.2245120555162429,-0.2244420498609542,45.26137616271973,16.734350204467773,16.854713439941406,0.5276006460189819,0.4443052113056183,0.9985530972480774,-3.2087595462799072,2.483312606811523,-0.0142310578376054,100.0,100.0,100.0,0.0001000000047497,weak
route_3f,63,1776001256.2742577,2026-04-12 13:40,41,16,0.5952856572113464,1.291301922023365,0.5945516168431015,0.1278198729110317,0.191478244960308,-0.0761963352560997,63.826492737417226,16.809356689453125,16.44486427307129,-0.1805161386728286,0.6507266759872437,0.9980405569076538,-2.8164141178131104,2.458296775817871,-0.0087310811504721,100.0,100.0,100.0,,unknown/manual
route_5b,91,1776528460.2017033,2026-04-18 16:07,15,1,0.3099472529524343,1.4801554220785946,0.6349148547590477,0.124659563668912,0.0849863961338996,-0.0008457243093289,56.719585989818576,16.716157913208008,16.610048294067383,-0.8501343131065369,0.1495750695466995,0.999995231628418,-2.910414695739746,2.3520450592041016,-0.0128067964687943,100.0,100.0,100.0,,unknown/manual
route_53,83,1776439945.2476118,2026-04-17 15:32,34,0,0.0,,,,,,,16.370563507080078,16.75999641418457,0.5642822980880737,-1.0542501211166382,0.9898421168327332,-3.1172094345092773,2.4620649814605713,-0.0105301961302757,100.0,100.0,100.0,,unknown/manual
