drive_id,pi_set,driving_model,wall_date,order,seg_t,weave_path,weave_steer,hunt_steer,centering_abs,centering_signed,spd_mph,elig_s,steerRatio,angleOffsetAvg,angleOffset,stiffness,cal_yaw,cal_pitch,cal_roll,int_abs,int_railed_frac
b4,weak,CD210,1764094631.741736,8,2205.0,3.0268875542484173,1.1682239225435163,0.16562014840388023,0.15458011627197266,-0.004041646141558886,51.9888615978241,35.44,16.64498519897461,0.39193475246429443,0.3729372024536133,0.9469457864761353,-2.9384074211120605,2.4928834438323975,-0.012797277420759201,0.13266147802398526,0.030474040632054177
op_9b,weak,OPM7,1764094632.678022,9,540.0,0.647538383210916,0.396437025751681,0.1617285334966186,0.11261768639087677,-0.09997145086526871,75.89972474586487,37.46,16.71242904663086,-1.7228965759277344,-1.8295025825500488,0.9980100393295288,-2.9823482036590576,2.3447861671447754,-0.014746312983334064,0.24734656701224206,0.6705819540843566
op_9b,weak,OPM7,1764094632.678022,9,585.0,0.5453261976251135,0.29377738419524,0.14491484196460996,0.08536157011985779,-0.06796511262655258,74.86449232227326,45.0,16.712120056152344,-1.7522201538085938,-1.867158055305481,0.9979981184005737,-2.985931873321533,2.3343114852905273,-0.01487123966217041,0.20521518750377143,0.4671111111111111
op_9b,weak,OPM7,1764094632.678022,9,1080.0,4.102290742591137,1.4958513001553166,0.21515109452656994,0.19925978779792786,0.19925978779792786,38.12332625659943,25.38,16.70977020263672,-1.406380295753479,-0.9637382626533508,0.9964224696159363,-2.992307424545288,2.410788059234619,-0.015092568472027779,0.30000001192092896,1.0
op_9b,weak,OPM7,1764094632.678022,9,1485.0,1.5629565173871138,0.6727730258633345,0.19303023460617227,0.06296834349632263,-0.017255837097764015,52.86569132205963,34.28,16.526012420654297,-0.9804916381835938,-1.0026562213897705,0.9897868037223816,-2.907813549041748,2.385946273803711,-0.011541636660695076,0.09983541550330359,0.047841306884480746
op_9b,weak,OPM7,1764094632.678022,9,1935.0,4.973226829455237,1.8822097705135639,0.4828292062129645,0.11393500864505768,0.008775816299021244,52.438715280094144,30.12,16.524272918701172,-0.7903936505317688,-0.7179760932922363,0.9885876178741455,-2.9252636432647705,2.3644943237304688,-0.012268411926925182,0.20999622679469135,0.33200531208499334
op_9b,weak,OPM7,1764094632.678022,9,2115.0,1.9244660319871114,0.8312742326359264,0.20785785739363447,0.11248963326215744,-0.09099549800157547,50.2724497808075,27.5,16.524911880493164,-0.7397122979164124,-0.8584935069084167,0.9878185391426086,-2.93025541305542,2.3817434310913086,-0.012475370429456234,0.13942937792430896,0.2741818181818182
b1,weak,CD210,1764094644.193775,11,90.0,3.6916238243547843,1.6124019364349664,0.1548905494092939,0.08813831210136414,0.01317055243998766,56.257708959846504,27.42,16.67747688293457,-0.2342502325773239,-0.7265808582305908,1.0006256103515625,-2.8797645568847656,2.4853081703186035,-0.010265262797474861,0.12968412386510397,0.11013858497447118
b1,weak,CD210,1764094644.193775,11,135.0,1.3343983185764787,0.5915979417063327,0.09920445431068274,0.17112818360328674,-0.16835246980190277,59.18771943561554,38.3,16.680177688598633,-0.3564770519733429,-0.7069980502128601,1.0005279779434204,-2.879378318786621,2.485323190689087,-0.010248369537293911,0.2325751439312286,0.44595300261096604
b1,weak,CD210,1764094644.193775,11,180.0,2.052109923606779,0.8707376068748652,0.12360060603821064,0.1537759155035019,-0.14661119878292084,57.420105991878515,45.0,16.67815589904785,-0.4951675534248352,-0.777344822883606,1.0005344152450562,-2.881664276123047,2.4905195236206055,-0.010347391478717327,0.27186471170880716,0.7337777777777778
