setting,subset,metric,comparison,config_low_reference,config_high_reference,a_n_drives,b_n_drives,a_median,b_median,diff,diff_pct_of_a,drive_boot_ci_low,drive_boot_ci_high,exact_drive_perm_p,a_n_windows,b_n_windows,matched_strata
loose_curve,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,3,1,0.09897715015565695,0.14006625826053953,0.04108910810488259,41.51373124025452,0.014467675067724645,0.05621896848878538,0.5,14,8,3.0
loose_curve,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,3,1,1.3906555738991133,1.7078348278742097,0.3171792539750964,22.807894343370066,0.14448219661304385,0.6122209030032695,0.5,14,8,3.0
loose_curve,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,3,1,1.3906157757761153,1.7077936801709088,0.31717790439479354,22.80845003486126,0.14444848597475812,0.6121584196936489,0.5,14,8,3.0
loose_curve,gps_speed_curve_matched,steer_rms_deg,B-minus-A,A,B,2,1,0.8180030898696724,0.8119276530952855,-0.006075436774386933,-0.7427156265821558,-0.06080481931837722,0.04865394576960347,1.0,3,2,2.0
loose_curve,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,2,1,1.9332634086303648,1.9345518668872415,0.0012884582568766234,0.06664680307529544,-0.14911834666045065,0.15169526317420368,1.0,3,2,2.0
loose_curve,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,2,1,0.12222997604656337,0.14006625826053953,0.017836282213976165,14.592396064269417,0.008883358975866784,0.026789205452085546,0.6666666666666666,3,2,2.0
loose_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,2,1,1.6552824585299462,1.69291678562852,0.03763432709857395,2.2735894351225676,-0.039883508747281526,0.11515216294442943,1.0,3,2,2.0
loose_curve,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,2,1,1.655283064376699,1.692902449177569,0.037619384800870126,2.2726858994981503,-0.03990300119173429,0.11514177079347476,1.0,3,2,2.0
loose_curve,speed_curve_matched,steer_rms_deg,C-minus-A,A,C,3,2,0.8633269961426697,0.7144998617486233,-0.14882713439404638,-17.238790754720224,-0.4448370499119091,-0.0438834323078906,0.3,38,19,8.0
loose_curve,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,3,2,2.1943622165527144,1.5953346477849926,-0.5990275687677218,-27.298481729637984,-1.1746715874404863,-0.48228141470208374,0.3,38,19,8.0
loose_curve,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,3,2,0.11687025014367672,0.08839253622386749,-0.02847771391980923,-24.366948718599986,-0.057137543696125795,-0.015806333395581865,0.3,38,19,8.0
loose_curve,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,3,2,1.9495607378544775,1.6201038521199556,-0.3294568857345219,-16.899031629919595,-0.9078732064118906,-0.24330911463599847,0.3,38,19,8.0
loose_curve,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,3,2,1.949640008016348,1.6201283427938011,-0.32951166522254693,-16.901154257590715,-0.907899394353445,-0.2431985705177946,0.3,38,19,8.0
loose_curve,gps_speed_curve_matched,steer_rms_deg,C-minus-A,A,C,1,2,1.1627250221508167,1.0954274367454924,-0.06729758540532438,-5.787919252037497,-0.47003287885648704,0.3354377080458384,1.0,4,4,4.0
loose_curve,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,1,2,2.9566639402749604,2.8761222022027435,-0.08054173807221687,-2.724074825518613,-1.2158865285729317,1.0548030524284981,1.0,4,4,4.0
loose_curve,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,1,2,0.16748071852454283,0.16001290181851408,-0.0074678167060287515,-4.458911313384656,-0.07287981739857488,0.05794418398651735,1.0,4,4,4.0
loose_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,1,2,2.5525281831406934,3.0681805663884476,0.5156523832477542,20.20163329257673,-0.8928414775595677,1.924146244055076,1.0,4,4,4.0
loose_curve,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,1,2,2.5525030745092288,3.0681717504568558,0.515668675947627,20.202470316192464,-0.8928180001654358,1.9241553520606898,1.0,4,4,4.0
loose_curve,speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,2,0.6169859296524867,0.49140147715367444,-0.12558445249881223,-20.354508338552687,-0.14964562498094414,-0.10152328001668032,0.3333333333333333,9,8,4.0
loose_curve,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,2,1.2762214739022173,1.0205407922915677,-0.2556806816106496,-20.03419365988819,-0.33339664686742343,-0.17796471635387578,0.3333333333333333,9,8,4.0
loose_curve,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,2,0.09960847584203744,0.07903701502539297,-0.020571460816644474,-20.652319637203775,-0.025182131680210468,-0.01596078995307848,0.3333333333333333,9,8,4.0
loose_curve,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,2,1.2665723672606748,0.9984218715764169,-0.26815049568425786,-21.1713521165956,-0.3688058947754205,-0.16749509659309525,0.6666666666666666,9,8,4.0
loose_curve,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,2,1.2666029956387752,0.9983908801981931,-0.2682121154405821,-21.175705123397165,-0.36883099283152243,-0.16759323804964166,0.6666666666666666,9,8,4.0
loose_curve,gps_speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,1,0.5208020848863776,0.431691397248506,-0.08911068763787156,-17.110278592166672,-0.08911068763787156,-0.08911068763787156,1.0,3,3,3.0
loose_curve,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,1,1.125662748968462,0.8754717914770443,-0.25019095749141773,-22.226102597841884,-0.25019095749141773,-0.25019095749141773,1.0,3,3,3.0
loose_curve,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,1,0.08634648096344713,0.06949190654553726,-0.01685457441790987,-19.51970043231395,-0.01685457441790987,-0.01685457441790987,1.0,3,3,3.0
loose_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,1,1.1400887712341419,0.8547808549822951,-0.2853079162518468,-25.025061508412374,-0.2853079162518468,-0.2853079162518468,1.0,3,3,3.0
loose_curve,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,1,1.1401144417130875,0.8547822794206187,-0.2853321622924688,-25.026624683723927,-0.2853321622924688,-0.2853321622924688,1.0,3,3,3.0
lower_speed,speed_curve_matched,steer_rms_deg,B-minus-A,A,B,3,1,0.8353909055061834,0.8258542683219344,-0.00953663718424902,-1.141577807633726,-0.07226618337160584,0.05499735102930825,1.0,23,10,4.0
lower_speed,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,3,1,1.8739747959506932,1.9345518668872415,0.060577070936548294,3.2325445927791527,-0.2785360790374525,0.2117330834361555,1.0,23,10,4.0
lower_speed,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,3,1,0.11020541293512902,0.1331447150093013,0.022939302074172288,20.81504117014217,0.007546131816486418,0.032878807770051574,0.5,23,10,4.0
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,3,1,1.7010873163872753,1.7078348278742097,0.006747511486934421,0.39665873832182874,-0.2372491720680252,0.20079431780011348,1.0,23,10,4.0
lower_speed,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,3,1,1.7011151338223378,1.7077936801709088,0.006678546348571013,0.39259813846724095,-0.2373100266919692,0.20074125263171028,1.0,23,10,4.0
lower_speed,gps_speed_curve_matched,steer_rms_deg,B-minus-A,A,B,3,1,0.7719630670256667,0.739736467201132,-0.032226599824534796,-4.174629746045001,-0.13299600521253074,0.16318021271215255,1.0,4,3,3.0
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,3,1,1.797951883313005,1.916736716974924,0.11878483366191905,6.606674781698806,-0.16693349657276801,0.6889731794401088,1.0,4,3,3.0
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,3,1,0.11295046077117823,0.13389392886118967,0.020943468090011436,18.54217145022539,0.0027110295765169212,0.054190284902453506,0.5,4,3,3.0
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,3,1,1.6445692806069079,1.5888267006204169,-0.055742579986491014,-3.3894941760021147,-0.14397359375538477,0.46371528862802824,1.0,4,3,3.0
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,3,1,1.6445645843116374,1.5888454518608937,-0.05571913245074378,-3.3880780957025194,-0.14395999850840968,0.46374129242139794,1.0,4,3,3.0
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,A,C,3,2,0.9148653013584431,0.7644762825887846,-0.1503890187696585,-16.438378255941334,-0.21800563299751374,-0.05468101720437735,0.1,39,26,9.0
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,3,2,2.260819576482307,1.726821938274035,-0.5339976382082718,-23.61964854529164,-0.7519791313504294,-0.3443538502312107,0.1,39,26,9.0
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,3,2,0.11481080979712402,0.09083257964934831,-0.02397823014777571,-20.884993486368003,-0.04265421547624951,-0.015374624493611128,0.3,39,26,9.0
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,3,2,2.0320578114146723,1.783050373729146,-0.24900743768552625,-12.253954404583249,-0.5643580726660726,0.07523188605966835,0.2,39,26,9.0
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,3,2,2.032248135161409,1.7830532115708584,-0.2491949235905504,-12.262032341378353,-0.5643923270717361,0.07527163466247289,0.2,39,26,9.0
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-A,A,C,2,2,1.1912939459056024,1.0795099545402485,-0.111783991365354,-9.383409673955626,-0.5999666244894456,0.3763986417587375,1.0,6,5,5.0
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,2,2,3.114377938191949,2.8361200527712045,-0.2782578854207447,-8.934621646539378,-1.6867772753108805,1.130261504469392,1.0,6,5,5.0
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,2,2,0.13780464910055118,0.15684888379638345,0.019044234695832274,13.819733093283645,-0.05827335441377113,0.0963618238054357,1.0,6,5,5.0
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,2,2,3.0246267181310182,3.0525410365076944,0.027914318376676128,0.922901269414329,-1.6799267107168,1.7357553474701515,1.0,6,5,5.0
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,2,2,3.0246646732132705,3.052532566887895,0.02786789367462461,0.9213548173265431,-1.6799435739405135,1.7356793612897627,1.0,6,5,5.0
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,2,0.6925117925306632,0.5148557789456696,-0.1776560135849936,-25.653861132931873,-0.17826288427513037,-0.17704914289485685,0.3333333333333333,12,13,5.0
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,2,1.645733368188381,1.205247044284077,-0.440486323904304,-26.765351691762206,-0.5474766106400395,-0.33349603716856846,0.3333333333333333,12,13,5.0
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,2,0.10598590110738701,0.07865174197294145,-0.027334159134445563,-25.79037291644108,-0.03209968105717621,-0.022568637211714926,0.3333333333333333,12,13,5.0
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,2,1.5872468699588285,1.3481029283628456,-0.23914394159598285,-15.066587694842076,-0.4881695992912489,0.009881716099283455,1.0,12,13,5.0
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,2,1.5872796438784902,1.3480690488285425,-0.23921059504994768,-15.070475827777944,-0.48826988628935664,0.00984869618946127,1.0,12,13,5.0
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,1,0.5208020848863776,0.431691397248506,-0.08911068763787156,-17.110278592166672,-0.08911068763787156,-0.08911068763787156,1.0,3,3,3.0
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,1,1.125662748968462,0.8754717914770443,-0.25019095749141773,-22.226102597841884,-0.25019095749141773,-0.25019095749141773,1.0,3,3,3.0
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,1,0.08634648096344713,0.06949190654553726,-0.01685457441790987,-19.51970043231395,-0.01685457441790987,-0.01685457441790987,1.0,3,3,3.0
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,1,1.1400887712341419,0.8547808549822951,-0.2853079162518468,-25.025061508412374,-0.2853079162518468,-0.2853079162518468,1.0,3,3,3.0
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,1,1.1401144417130875,0.8547822794206187,-0.2853321622924688,-25.026624683723927,-0.2853321622924688,-0.2853321622924688,1.0,3,3,3.0
narrow_band,speed_curve_matched,steer_rms_deg,B-minus-A,A,B,3,1,0.6071665338656884,0.7729431922405383,0.1657766583748499,27.30332604456777,0.006137871834593245,0.23232071975669522,0.5,14,8,3.0
narrow_band,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,3,1,1.4456775694679467,1.7324256316252291,0.28674806215728244,19.8348558636636,-0.04168919649894187,0.6589695319385234,1.0,14,8,3.0
narrow_band,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,3,1,0.09287182288292857,0.12682766282247193,0.03395583993954336,36.56204743859402,0.005924063068775409,0.049566911235697175,0.5,14,8,3.0
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,3,1,1.3301168367818224,1.6175760769148124,0.28745924013299007,21.611578185002834,0.10674110013476668,0.5136967336713809,0.5,14,8,3.0
narrow_band,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,3,1,1.330087220231814,1.6175385581405164,0.2874513379087025,21.61146528861499,0.10671543593526267,0.5136253196377056,0.5,14,8,3.0
narrow_band,gps_speed_curve_matched,steer_rms_deg,B-minus-A,A,B,2,1,0.8054229699107595,0.6908745851221074,-0.11454838478865204,-14.222140299940037,-0.17022339426675748,-0.058873375310546594,0.6666666666666666,3,2,2.0
narrow_band,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,2,1,1.8962757539698192,1.6145747477427248,-0.2817010062270944,-14.855487427783558,-0.4242280966350003,-0.1391739158191887,0.6666666666666666,3,2,2.0
narrow_band,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,2,1,0.11973846921744317,0.11641720310149827,-0.0033212661159449097,-2.773766975351541,-0.011772882706426305,0.005130350474536485,1.0,3,2,2.0
narrow_band,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,2,1,1.610730374579687,1.5048658040859442,-0.10586457049374287,-6.572457573563034,-0.19551760019600484,-0.016211540791480683,0.6666666666666666,3,2,2.0
narrow_band,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,2,1,1.6107404907779261,1.5048268223704668,-0.1059136684074593,-6.575464453389823,-0.19555919955643497,-0.016268137258483417,0.6666666666666666,3,2,2.0
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,A,C,3,2,0.8428795306290385,0.6453601194602017,-0.19751941116883687,-23.43388396458373,-0.3701769185492937,-0.09181147469635542,0.1,36,19,8.0
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,3,2,1.9994266355856287,1.4253653743467039,-0.5740612612389249,-28.711294079103997,-0.9392021918433744,-0.4870915176545232,0.3,36,19,8.0
narrow_band,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,3,2,0.11299691218664297,0.07409783085256164,-0.038899081334081334,-34.4249064698597,-0.058105991519195974,-0.025139763947207794,0.2,36,19,8.0
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,3,2,1.7395674435515243,1.484479135360865,-0.2550883081906592,-14.663892977317825,-0.7062244480984077,-0.13276236448544565,0.3,36,19,8.0
narrow_band,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,3,2,1.7397576785607085,1.4844806692619996,-0.2552770092987089,-14.673135945570195,-0.7062553099792304,-0.1327138080317265,0.3,36,19,8.0
narrow_band,gps_speed_curve_matched,steer_rms_deg,C-minus-A,A,C,1,2,0.8577428898817243,0.9614026880957849,0.10365979821406057,12.085183035251323,-0.18207804195463184,0.3893976383827529,1.0,4,4,4.0
narrow_band,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,1,2,2.188840901922185,2.4659984792412035,0.2771575773190187,12.662298894160188,-0.4810578560166172,1.0353730106546548,1.0,4,4,4.0
narrow_band,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,1,2,0.12438661274804545,0.13748378736280265,0.013097174614757193,10.529408531516584,-0.03361820261895217,0.059812551848466525,1.0,4,4,4.0
narrow_band,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,1,2,1.8515630118761193,2.5569623274836175,0.7053993156074982,38.09750524735011,-0.2383097292007339,1.6491083604157302,1.0,4,4,4.0
narrow_band,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,1,2,1.8515343695642819,2.5569420905040547,0.7054077209397729,38.09854856249713,-0.23827500314608052,1.6490904450256263,1.0,4,4,4.0
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,2,0.5279064436583594,0.40267249220119744,-0.12523395145716193,-23.72275484824514,-0.15233327379961414,-0.09813462911470971,0.3333333333333333,10,8,4.0
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,2,1.2696823767219914,0.828853344391882,-0.4408290323301094,-34.719630705454215,-0.5255080947614919,-0.3561499698987268,0.3333333333333333,10,8,4.0
narrow_band,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,2,0.09727698220326284,0.06516762555881758,-0.03210935664444525,-33.008175127546515,-0.03822725994192143,-0.025991453346969076,0.3333333333333333,10,8,4.0
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,2,1.159486349649887,0.831646522956911,-0.32783982669297607,-28.27457406393521,-0.43687399228071244,-0.21880566110523958,0.3333333333333333,10,8,4.0
narrow_band,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,2,1.1594966905853572,0.8316287034716935,-0.3278679871136637,-28.276750574263712,-0.436875667536069,-0.21886030669125844,0.3333333333333333,10,8,4.0
narrow_band,gps_speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,1,0.4883625490673449,0.3812206823690562,-0.10714186669828868,-21.939001445320468,-0.10714186669828868,-0.10714186669828868,1.0,3,3,3.0
narrow_band,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,1,0.9863443245351735,0.7332708774902206,-0.25307344704495294,-25.65771817708961,-0.25307344704495294,-0.25307344704495294,1.0,3,3,3.0
narrow_band,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,1,0.07415199633692969,0.058130249228697264,-0.016021747108232426,-21.60662949036905,-0.016021747108232426,-0.016021747108232426,1.0,3,3,3.0
narrow_band,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,1,1.0285797450988698,0.7057791939092309,-0.3228005511896389,-31.383133172490236,-0.3228005511896389,-0.3228005511896389,1.0,3,3,3.0
narrow_band,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,1,1.0285943722300452,0.7057805504215009,-0.32281382180854434,-31.38397705877658,-0.32281382180854434,-0.32281382180854434,1.0,3,3,3.0
primary,speed_curve_matched,steer_rms_deg,B-minus-A,A,B,3,1,0.6506093124627172,0.8258542683219344,0.17524495585921718,26.9355129879515,0.03637412076715407,0.244741214825677,0.5,14,8,3.0
primary,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,3,1,1.5521428525102563,1.9345518668872415,0.38240901437698516,24.637488344485888,0.09355307524909695,0.694794578138354,0.5,14,8,3.0
primary,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,3,1,0.09897715015565695,0.1383148801489649,0.03933772999330795,39.74425403382828,0.012716296956150008,0.054467590377210745,0.5,14,8,3.0
primary,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,3,1,1.3906555738991133,1.7078348278742097,0.3171792539750964,22.807894343370066,0.14448219661304385,0.6122209030032695,0.5,14,8,3.0
primary,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,3,1,1.3906157757761153,1.7077936801709088,0.31717790439479354,22.80845003486126,0.14444848597475812,0.6121584196936489,0.5,14,8,3.0
primary,gps_speed_curve_matched,steer_rms_deg,B-minus-A,A,B,2,1,0.8180030898696724,0.8119276530952855,-0.006075436774386933,-0.7427156265821558,-0.06080481931837722,0.04865394576960347,1.0,3,2,2.0
primary,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,2,1,1.9332634086303648,1.9345518668872415,0.0012884582568766234,0.06664680307529544,-0.14911834666045065,0.15169526317420368,1.0,3,2,2.0
primary,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,2,1,0.12222997604656337,0.14006625826053953,0.017836282213976165,14.592396064269417,0.008883358975866784,0.026789205452085546,0.6666666666666666,3,2,2.0
primary,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,2,1,1.6552824585299462,1.69291678562852,0.03763432709857395,2.2735894351225676,-0.039883508747281526,0.11515216294442943,1.0,3,2,2.0
primary,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,2,1,1.655283064376699,1.692902449177569,0.037619384800870126,2.2726858994981503,-0.03990300119173429,0.11514177079347476,1.0,3,2,2.0
primary,speed_curve_matched,steer_rms_deg,C-minus-A,A,C,3,2,0.8633269961426697,0.7144998617486233,-0.14882713439404638,-17.238790754720224,-0.31795847467783633,-0.03662401589450959,0.1,36,19,8.0
primary,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,3,2,2.1943622165527144,1.5953346477849926,-0.5990275687677218,-27.298481729637984,-0.7519791313504294,-0.4579975354061361,0.3,36,19,8.0
primary,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,3,2,0.11687025014367672,0.08839253622386749,-0.02847771391980923,-24.366948718599986,-0.04799514631378489,-0.015066057281255443,0.2,36,19,8.0
primary,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,3,2,1.9229290334626814,1.6201038521199556,-0.30282518134272585,-15.748120501224042,-0.5643580726660726,-0.24330911463599847,0.3,36,19,8.0
primary,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,3,2,1.9231712433989865,1.6201283427938011,-0.30304290060518535,-15.75745798224351,-0.5643923270717361,-0.2431985705177946,0.3,36,19,8.0
primary,gps_speed_curve_matched,steer_rms_deg,C-minus-A,A,C,1,2,1.0872524423535297,1.0954274367454924,0.008174994391962676,0.7518947829877125,-0.3945602990592,0.41091028784312544,1.0,4,4,4.0
primary,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,1,2,2.7682030829719677,2.8761222022027435,0.1079191192307758,3.898526083386659,-1.027425671269939,1.2432639097314908,1.0,4,4,4.0
primary,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,1,2,0.15674765805456145,0.16001290181851408,0.0032652437639526244,2.083121243710093,-0.062146756928593505,0.06867724445649873,1.0,4,4,4.0
primary,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,1,2,2.429728857019086,3.0681805663884476,0.6384517093693618,26.27666488484837,-0.7700421514379601,2.0469455701766837,1.0,4,4,4.0
primary,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,1,2,2.429702840381231,3.0681717504568558,0.6384689100756247,26.277654183235267,-0.7700177660374381,2.0469555861886874,1.0,4,4,4.0
primary,speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,2,0.6783611984268093,0.49140147715367444,-0.18695972127313487,-27.560497520600244,-0.21102089375526678,-0.16289854879100296,0.3333333333333333,10,8,4.0
primary,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,2,1.4944130533204576,1.0205407922915677,-0.4738722610288899,-31.70959059652125,-0.5515882262856637,-0.3961562957721161,0.3333333333333333,10,8,4.0
primary,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,2,0.11600198849972518,0.07903701502539297,-0.03696497347433221,-31.865810192055275,-0.041575644337898204,-0.03235430261076622,0.3333333333333333,10,8,4.0
primary,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,2,1.4261197032789574,0.9984218715764169,-0.4276978317025405,-29.990317833711348,-0.5283532307937031,-0.3270424326113779,0.3333333333333333,10,8,4.0
primary,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,2,1.426158415767431,0.9983908801981931,-0.42776753556923786,-29.994391284999825,-0.5283864129601782,-0.3271486581782974,0.3333333333333333,10,8,4.0
primary,gps_speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,1,0.5208020848863776,0.431691397248506,-0.08911068763787156,-17.110278592166672,-0.08911068763787156,-0.08911068763787156,1.0,3,3,3.0
primary,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,1,1.125662748968462,0.8754717914770443,-0.25019095749141773,-22.226102597841884,-0.25019095749141773,-0.25019095749141773,1.0,3,3,3.0
primary,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,1,0.08634648096344713,0.06949190654553726,-0.01685457441790987,-19.51970043231395,-0.01685457441790987,-0.01685457441790987,1.0,3,3,3.0
primary,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,1,1.1400887712341419,0.8547808549822951,-0.2853079162518468,-25.025061508412374,-0.2853079162518468,-0.2853079162518468,1.0,3,3,3.0
primary,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,1,1.1401144417130875,0.8547822794206187,-0.2853321622924688,-25.026624683723927,-0.2853321622924688,-0.2853321622924688,1.0,3,3,3.0
strict_curve,speed_curve_matched,steer_rms_deg,B-minus-A,A,B,3,1,0.6506093124627172,0.7703559757754945,0.11974666331277728,18.40531037889798,-0.019124171779285826,0.1892429222792371,1.0,14,8,3.0
strict_curve,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,3,1,1.5521428525102563,1.9051725208883954,0.3530296683781391,22.744663470065902,0.06417372925025089,0.6654152321395079,0.5,14,8,3.0
strict_curve,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,3,1,0.09897715015565695,0.1331447150093013,0.03416756485364436,34.52065936421746,0.007546131816486418,0.049297425237547154,0.5,14,8,3.0
strict_curve,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,3,1,1.3906555738991133,1.7078348278742097,0.3171792539750964,22.807894343370066,0.14448219661304385,0.6122209030032695,0.5,14,8,3.0
strict_curve,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,3,1,1.3906157757761153,1.7077936801709088,0.31717790439479354,22.80845003486126,0.14444848597475812,0.6121584196936489,0.5,14,8,3.0
strict_curve,gps_speed_curve_matched,steer_rms_deg,B-minus-A,A,B,2,1,0.8180030898696724,0.8119276530952855,-0.006075436774386933,-0.7427156265821558,-0.06080481931837722,0.04865394576960347,1.0,3,2,2.0
