setting,subset,metric,comparison,n_strata,a_n_windows,b_n_windows,weighted_mean_diff,weighted_median_diff,stratum_boot_ci_low,stratum_boot_ci_high,share_strata_b_less_than_a
narrow_band,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,3,14,8,0.48172344987619725,0.29126292192717024,0.21833306238389272,1.2152365109914998,0.0
narrow_band,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,3,14,8,0.03425465650701013,0.020686896780762888,0.009248479717141461,0.06777820394738204,0.0
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,3,14,8,0.8857875295636286,0.5954060358419311,0.44084003277419814,1.8739969889689176,0.0
narrow_band,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,3,14,8,0.8857665003729801,0.5953991623011339,0.44090180740030105,1.8741111260297132,0.0
narrow_band,gps_speed_curve_matched,steer_rms_deg,B-minus-A,2,3,2,-0.06579871979163349,-0.3348461731112381,-0.3348461731112381,0.20324873352797113,0.5
narrow_band,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,2,3,2,-0.17684609515344696,-0.625992274150827,-0.625992274150827,0.2723000838439331,0.5
narrow_band,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,2,3,2,0.00370754377902386,-0.024616668197850633,-0.024616668197850633,0.03203175575589835,0.5
narrow_band,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,2,3,2,-0.030124817519512237,-0.43232679062881396,-0.43232679062881396,0.3720771555897895,0.5
narrow_band,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,2,3,2,-0.030168446519006853,-0.4323634478065399,-0.4323634478065399,0.3720265547685262,0.5
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,8,36,19,-0.13578135861792437,-0.08363112156031127,-0.32778364850913977,0.07707866078941497,0.75
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,8,36,19,-0.5183904086013038,-0.27347706601966704,-1.1252651898910915,0.08617684559328878,0.75
narrow_band,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,8,36,19,-0.026381021418065156,-0.0323821954803256,-0.05659899721600207,0.005497373713543662,0.875
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,8,36,19,0.016115852062498492,-0.04912168811446754,-0.4705262049667745,0.5891760154401273,0.5
