setting,subset,metric,comparison,stratum,a_n_windows,b_n_windows,weight,a_median,b_median,diff
lower_speed,speed_curve_matched,steer_rms_deg,B-minus-A,10|-1,9,5,5.0,0.7289363713245116,0.8507330522940119,0.12179668096950025
lower_speed,speed_curve_matched,steer_rms_deg,B-minus-A,10|0,4,1,1.0,0.5705821871415466,1.700209132194888,1.1296269450533414
lower_speed,speed_curve_matched,steer_rms_deg,B-minus-A,11|-1,1,3,1.0,0.3602472087374548,0.6169859296524867,0.25673872091503186
lower_speed,speed_curve_matched,steer_rms_deg,B-minus-A,8|-1,9,1,1.0,1.020024682040969,1.039493955637849,0.01946927359688
lower_speed,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,10|-1,9,5,5.0,1.721928970675317,1.9523670167995586,0.23043804612424168
lower_speed,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,10|0,4,1,1.0,1.2836066493438822,4.605451987537245,3.321845338193363
lower_speed,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,11|-1,1,3,1.0,0.8082212688151104,1.2213005120051372,0.41307924319002687
lower_speed,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,8|-1,9,1,1.0,2.5724311902175763,2.5419078874101957,-0.03052330280738058
lower_speed,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,10|-1,9,5,5.0,0.10582818667494036,0.14273583143674012,0.036907644761799765
lower_speed,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,10|0,4,1,1.0,0.08892443141371945,0.2707486246905078,0.18182419327678837
