setting,subset,metric,comparison,stratum,a_n_windows,b_n_windows,weight,a_median,b_median,diff
lower_speed,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,11|-1,1,3,1.0,0.06948825194792417,0.08851258611980513,0.019024334171880958
lower_speed,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,8|-1,9,1,1.0,0.11704989872598826,0.11236332637273659,-0.004686572353251664
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,10|-1,9,5,5.0,1.5733250989047678,1.8001665319598001,0.22684143305503235
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,10|0,4,1,1.0,1.0440700199681126,4.295630617480189,3.2515605975120763
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,11|-1,1,3,1.0,0.6074025538324727,1.1400887712341419,0.5326862174016692
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,8|-1,9,1,1.0,2.319226393325798,2.532650851768528,0.21342445844272984
lower_speed,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,10|-1,9,5,5.0,1.573352349849166,1.8000910624590516,0.22673871260988565
lower_speed,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,10|0,4,1,1.0,1.0439664004734683,4.295891035017371,3.251924634543903
lower_speed,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,11|-1,1,3,1.0,0.6073372847971569,1.1401144417130875,0.5327771569159306
lower_speed,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,8|-1,9,1,1.0,2.31923534151509,2.5326587922076045,0.21342345069251456
lower_speed,gps_speed_curve_matched,steer_rms_deg,B-minus-A,-1|0|10|-1,1,1,1.0,0.5765562544889794,0.6452871178601943,0.06873086337121492
lower_speed,gps_speed_curve_matched,steer_rms_deg,B-minus-A,-6|-1|10|-1,1,1,1.0,0.7085352285451502,0.884118838989439,0.17558361044428883
lower_speed,gps_speed_curve_matched,steer_rms_deg,B-minus-A,-9|-1|10|-1,2,1,1.0,0.8540616889599231,0.739736467201132,-0.11432522175879112
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,-1|0|10|-1,1,1,1.0,1.2277635375348153,1.5788621036380643,0.3510985661032491
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,-6|-1|10|-1,1,1,1.0,1.721928970675317,1.916736716974924,0.19480774629960718
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,-9|-1|10|-1,2,1,1.0,1.9788225047491927,1.9523670167995586,-0.02645548794963415
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,-1|0|10|-1,1,1,1.0,0.07970364395873616,0.08629228584175998,0.006588641883023813
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,-6|-1|10|-1,1,1,1.0,0.10493505216512984,0.13389392886118967,0.02895887669605983
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,-9|-1|10|-1,2,1,1.0,0.1260743843309497,0.14623858765988937,0.020164203328939673
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,-1|0|10|-1,1,1,1.0,1.1251114119923886,1.5888267006204169,0.46371528862802824
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,-6|-1|10|-1,1,1,1.0,1.5880512448265405,1.8001665319598001,0.21211528713325967
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,-9|-1|10|-1,2,1,1.0,1.7169438053815385,1.58566703929724,-0.1312767660842984
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,-1|0|10|-1,1,1,1.0,1.1251041594394957,1.5888454518608937,0.46374129242139794
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,-6|-1|10|-1,1,1,1.0,1.588014034800937,1.8000910624590516,0.21207702765811454
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,-9|-1|10|-1,2,1,1.0,1.7169602920958207,1.5857138358960867,-0.13124645619973396
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,10|-1,9,1,1.0,0.7289363713245116,0.6371664048308828,-0.09176996649362879
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,11|-1,1,4,1.0,0.3602472087374548,0.46739422532719666,0.10714701658974185
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,7|-2,1,3,1.0,1.9558453524860784,1.284281845252659,-0.6715635072334194
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,8|-1,9,5,5.0,1.020024682040969,0.7230744206298197,-0.29695026141114933
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,8|-2,5,3,3.0,1.1428943452769709,0.6955323568406594,-0.4473619884363115
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,9|-1,6,5,5.0,0.7543300749021062,0.760944551087849,0.006614476185742735
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,9|-2,4,2,2.0,0.8796863953536392,1.295373176136943,0.4156867807833037
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,9|-3,1,1,1.0,0.6159813290526226,0.6290222144733536,0.013040885420731008
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-A,9|0,3,2,2.0,1.7045954079206842,1.516234465775943,-0.1883609421447412
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,10|-1,9,1,1.0,1.721928970675317,1.5569472156677204,-0.1649817550075965
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,11|-1,1,4,1.0,0.8082212688151104,0.9428248270347939,0.1346035582196835
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,7|-2,1,3,1.0,5.194278465344449,3.560852762130697,-1.633425703213752
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,8|-1,9,5,5.0,2.5724311902175763,1.8631173295968035,-0.7093138606207727
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,8|-2,5,3,3.0,2.9000567152669885,1.8007923648663329,-1.0992643504006556
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|-1,6,5,5.0,1.9322806178122451,1.8712575116586498,-0.0610231061535953
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|-2,4,2,2.0,2.1897951735177466,3.333363969294077,1.1435687957763303
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|-3,1,1,1.0,1.581135696226174,1.5807688139758729,-0.000366882250301126
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|0,3,2,2.0,4.83003350923685,2.80973657358083,-2.0202969356560203
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,10|-1,9,1,1.0,0.10582818667494036,0.09313647549027337,-0.012691711184666984
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,11|-1,1,4,1.0,0.06948825194792417,0.07442634416182697,0.004938092213902803
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,7|-2,1,3,1.0,0.1986699998722088,0.11486195591344117,-0.08380804395876762
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,8|-1,9,5,5.0,0.11704989872598826,0.07254631019797475,-0.044503588528013505
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,8|-2,5,3,3.0,0.1279647672682887,0.07708036417931818,-0.05088440308897052
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,9|-1,6,5,5.0,0.09979009578418396,0.09460090112596795,-0.0051891946582160176
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,9|-2,4,2,2.0,0.11978793712392334,0.18624324197300515,0.06645530484908181
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,9|-3,1,1,1.0,0.08718778532608315,0.08194482903744552,-0.005242956288637635
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,9|0,3,2,2.0,0.24771827561337326,0.15760705183219945,-0.09011122378117381
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,10|-1,9,1,1.0,1.5733250989047678,1.3367549074018272,-0.23657019150294056
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,11|-1,1,4,1.0,0.6074025538324727,0.9004632758047912,0.2930607219723186
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,7|-2,1,3,1.0,4.3422912814449095,3.349568355182744,-0.9927229262621653
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,8|-1,9,5,5.0,2.319226393325798,2.0200145904368445,-0.29921180288895366
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,8|-2,5,3,3.0,2.553576892390271,1.7696738662565807,-0.7839030261336903
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,9|-1,6,5,5.0,1.6939251124925074,1.9730911146156966,0.2791660021231892
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,9|-2,4,2,2.0,1.873052005960429,3.7952281360029834,1.9221761300425544
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,9|-3,1,1,1.0,1.481213857387025,1.5336598889840398,0.052446031597014775
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,9|0,3,2,2.0,4.386279170971955,4.749486490111268,0.36320731913931326
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,10|-1,9,1,1.0,1.573352349849166,1.3367593000747313,-0.23659304977443463
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,11|-1,1,4,1.0,0.6073372847971569,0.9004682430691673,0.2931309582720104
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,7|-2,1,3,1.0,4.342093034896757,3.3497117146791964,-0.9923813202175604
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,8|-1,9,5,5.0,2.31923534151509,2.019929663967192,-0.2993056775478977
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,8|-2,5,3,3.0,2.5536956918305873,1.7697031324642956,-0.7839925593662918
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,9|-1,6,5,5.0,1.6939577245446356,1.9730967868570002,0.2791390623123646
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,9|-2,4,2,2.0,1.8730060742422268,3.7954341732626284,1.9224280990204017
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,9|-3,1,1,1.0,1.481359493303148,1.533659876285025,0.052300382981877114
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,9|0,3,2,2.0,4.386268553950671,4.749450110756188,0.36318155680551634
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-A,-5|-1|8|-1,2,1,1.0,1.1912939459056024,0.47314103003170266,-0.7181529158738997
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-A,-8|-1|9|-3,1,1,1.0,0.6159813290526226,0.6290222144733536,0.013040885420731008
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-A,-9|-1|9|-1,1,1,1.0,0.937335729301459,0.6926921432943297,-0.24464358600712932
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-A,3|-1|9|-2,1,1,1.0,1.2371691554056006,1.9736020620236578,0.7364329066180573
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-A,3|-1|9|0,1,1,1.0,1.9436729436166096,1.4981627301966551,-0.44551021341995445
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,-5|-1|8|-1,2,1,1.0,3.114377938191949,1.2783618481067747,-1.8360160900851745
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,-8|-1|9|-3,1,1,1.0,1.581135696226174,1.5807688139758729,-0.000366882250301126
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,-9|-1|9|-1,1,1,1.0,2.3015880465022787,1.7407774117020287,-0.56081063480025
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,3|-1|9|-2,1,1,1.0,3.234818119441657,5.179158326980135,1.9443402075384775
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,3|-1|9|0,1,1,1.0,5.07913299736738,4.0114669927034585,-1.0676660046639217
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,-5|-1|8|-1,2,1,1.0,0.13298121307729843,0.05073520517613896,-0.08224600790115946
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,-8|-1|9|-3,1,1,1.0,0.08718778532608315,0.08194482903744552,-0.005242956288637635
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,-9|-1|9|-1,1,1,1.0,0.12906307870562447,0.09460090112596795,-0.03446217757965653
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,3|-1|9|-2,1,1,1.0,0.18443223740349843,0.2880558070416801,0.10362356963818167
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,3|-1|9|0,1,1,1.0,0.29528863725208676,0.22542490251106018,-0.06986373474102658
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,-5|-1|8|-1,2,1,1.0,3.0246267181310182,1.597128586058112,-1.4274981320729063
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,-8|-1|9|-3,1,1,1.0,1.481213857387025,1.5336598889840398,0.052446031597014775
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,-9|-1|9|-1,1,1,1.0,1.9055731658779653,1.6596867055811257,-0.24588646029683958
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,3|-1|9|-2,1,1,1.0,2.953884548160206,6.271170408944849,3.317285860784643
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,3|-1|9|0,1,1,1.0,4.7321590395111155,4.4766744271957695,-0.255484612315346
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,-5|-1|8|-1,2,1,1.0,3.0246646732132705,1.5971283400679515,-1.427536333145319
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,-8|-1|9|-3,1,1,1.0,1.481359493303148,1.533659876285025,0.052300382981877114
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,-9|-1|9|-1,1,1,1.0,1.9055321290726863,1.659685074343793,-0.24584705472889334
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,3|-1|9|-2,1,1,1.0,2.9538735516897754,6.271582416731102,3.3177088650413262
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,3|-1|9|0,1,1,1.0,4.732192228365042,4.4766584265699185,-0.2555338017951234
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-B,10|-1,5,1,1.0,0.8507330522940119,0.6371664048308828,-0.21356664746312903
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-B,11|-1,3,4,3.0,0.6169859296524867,0.46739422532719666,-0.14959170432529
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-B,11|-2,1,1,1.0,0.5752798319768173,0.5854769588208085,0.010197126843991211
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-B,11|0,2,2,2.0,0.513849626163777,0.41461111298657743,-0.09923851317719962
lower_speed,speed_curve_matched,steer_rms_deg,C-minus-B,8|-1,1,5,1.0,1.039493955637849,0.7230744206298197,-0.31641953500802933
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,10|-1,5,1,1.0,1.9523670167995586,1.5569472156677204,-0.39541980113183817
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,11|-1,3,4,3.0,1.2213005120051372,0.9428248270347939,-0.27847568497034336
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,11|-2,1,1,1.0,1.2762214739022173,1.2685574304961869,-0.007664043406030441
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,11|0,2,2,2.0,1.0782899928412217,0.8911235078309718,-0.1871664850102499
lower_speed,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,8|-1,1,5,1.0,2.5419078874101957,1.8631173295968035,-0.6787905578133921
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,10|-1,5,1,1.0,0.14273583143674012,0.09313647549027337,-0.04959935594646675
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,11|-1,3,4,3.0,0.08851258611980513,0.07442634416182697,-0.014086241957978154
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,11|-2,1,1,1.0,0.09960847584203744,0.10105189492703251,0.0014434190849950679
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,11|0,2,2,2.0,0.08284393076879704,0.0709603369080216,-0.011883593860775435
lower_speed,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,8|-1,1,5,1.0,0.11236332637273659,0.07254631019797475,-0.03981701617476184
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,10|-1,5,1,1.0,1.8001665319598001,1.3367549074018272,-0.4634116245579729
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,11|-1,3,4,3.0,1.1400887712341419,0.9004632758047912,-0.23962549542935063
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,11|-2,1,1,1.0,1.109094970498639,1.255571505665018,0.14647653516637904
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,11|0,2,2,2.0,1.198887598637018,0.8686463989863001,-0.33024119965071785
lower_speed,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,8|-1,1,5,1.0,2.532650851768528,2.0200145904368445,-0.5126362613316835
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,10|-1,5,1,1.0,1.8000910624590516,1.3367593000747313,-0.4633317623843203
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,11|-1,3,4,3.0,1.1401144417130875,0.9004682430691673,-0.23964619864392023
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,11|-2,1,1,1.0,1.1090599255487132,1.255592245906648,0.14653232035793473
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,11|0,2,2,2.0,1.198904987646425,0.8685652935461009,-0.33033969410032415
lower_speed,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,8|-1,1,5,1.0,2.5326587922076045,2.019929663967192,-0.5127291282404123
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-B,-5|-1|11|-1,1,1,1.0,0.5682120248265338,0.4454483404508042,-0.12276368437572954
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-B,-7|-1|11|0,1,1,1.0,0.5068971674411765,0.39753082872464884,-0.10936633871652768
lower_speed,gps_speed_curve_matched,steer_rms_deg,C-minus-B,-8|-1|11|0,1,1,1.0,0.5208020848863776,0.431691397248506,-0.08911068763787156
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,-5|-1|11|-1,1,1,1.0,1.147361774344838,0.8754717914770443,-0.27188998286779376
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,-7|-1|11|0,1,1,1.0,1.125662748968462,0.8542909310614474,-0.2713718179070147
lower_speed,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,-8|-1|11|0,1,1,1.0,1.0309172367139814,0.9279560846004963,-0.10296115211348511
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,-5|-1|11|-1,1,1,1.0,0.08645336578315796,0.06949190654553726,-0.0169614592376207
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,-7|-1|11|0,1,1,1.0,0.08634648096344713,0.0682226215149724,-0.018123859448474736
lower_speed,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,-8|-1|11|0,1,1,1.0,0.07934138057414696,0.07369805230107081,-0.005643328273076148
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,-5|-1|11|-1,1,1,1.0,1.1400887712341419,0.8547808549822951,-0.2853079162518468
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,-7|-1|11|0,1,1,1.0,1.1312028300133612,0.7947097623024592,-0.33649306771090204
lower_speed,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,-8|-1|11|0,1,1,1.0,1.2665723672606748,0.9425830356701411,-0.32398933159053367
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,-5|-1|11|-1,1,1,1.0,1.1401144417130875,0.8547822794206187,-0.2853321622924688
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,-7|-1|11|0,1,1,1.0,1.131206979654075,0.7947033178205826,-0.33650366183349234
lower_speed,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,-8|-1|11|0,1,1,1.0,1.2666029956387752,0.9424272692716192,-0.32417572636715597
narrow_band,speed_curve_matched,steer_rms_deg,B-minus-A,10|-1,9,4,4.0,0.6660993194007909,0.8357471435966726,0.16964782419588165
narrow_band,speed_curve_matched,steer_rms_deg,B-minus-A,10|0,4,1,1.0,0.5174560242055795,0.9013164973932644,0.3838604731876849
narrow_band,speed_curve_matched,steer_rms_deg,B-minus-A,11|-1,1,3,1.0,0.3366052660387966,0.5083426938818183,0.1717374278430217
narrow_band,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,10|-1,9,4,4.0,1.6193832000831356,1.9835759815535834,0.36419278147044776
narrow_band,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,10|0,4,1,1.0,1.155357386483303,2.370593897474803,1.2152365109914998
narrow_band,speed_curve_matched,actual_curv_rms_1pm,B-minus-A,11|-1,1,3,1.0,0.7680112621512808,0.9863443245351735,0.21833306238389272
narrow_band,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,10|-1,9,4,4.0,0.10007484622804948,0.1322001600724338,0.032125313844384315
narrow_band,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,10|0,4,1,1.0,0.08058169939191698,0.14835990333929902,0.06777820394738204
narrow_band,speed_curve_matched,lat_accel_rms_mps2,B-minus-A,11|-1,1,3,1.0,0.06490351661978823,0.07415199633692969,0.009248479717141461
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,10|-1,9,4,4.0,1.3974243923850276,2.1473964312946916,0.749972038909664
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,10|0,4,1,1.0,0.9633007613930575,2.837297750361975,1.8739969889689176
narrow_band,speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,11|-1,1,3,1.0,0.5877397123246717,1.0285797450988698,0.44084003277419814
narrow_band,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,10|-1,9,4,4.0,1.3974051343730927,2.1473016515750594,0.7498965172019667
narrow_band,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,10|0,4,1,1.0,0.9632450161117221,2.8373561421414353,1.8741111260297132
narrow_band,speed_curve_matched,desired_curv_rms_1pm,B-minus-A,11|-1,1,3,1.0,0.5876925648297442,1.0285943722300452,0.44090180740030105
narrow_band,gps_speed_curve_matched,steer_rms_deg,B-minus-A,-6|-1|10|-1,1,1,1.0,0.6660993194007909,0.869348052928762,0.20324873352797113
narrow_band,gps_speed_curve_matched,steer_rms_deg,B-minus-A,-9|-1|10|-1,2,1,1.0,0.847247290426691,0.5124011173154529,-0.3348461731112381
narrow_band,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,-6|-1|10|-1,1,1,1.0,1.6193832000831356,1.8916832839270687,0.2723000838439331
narrow_band,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,-9|-1|10|-1,2,1,1.0,1.9634584857092081,1.337466211558381,-0.625992274150827
narrow_band,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,-6|-1|10|-1,1,1,1.0,0.10007484622804948,0.13210660198394783,0.03203175575589835
narrow_band,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,-9|-1|10|-1,2,1,1.0,0.12534447241689933,0.1007278042190487,-0.024616668197850633
narrow_band,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,-6|-1|10|-1,1,1,1.0,1.3974243923850276,1.769501547974817,0.3720771555897895
narrow_band,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,-9|-1|10|-1,2,1,1.0,1.6725568508258855,1.2402300601970715,-0.43232679062881396
narrow_band,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,-6|-1|10|-1,1,1,1.0,1.3974051343730927,1.7694316891416189,0.3720265547685262
narrow_band,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,-9|-1|10|-1,2,1,1.0,1.6725854034058547,1.2402219555993148,-0.4323634478065399
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,10|-1,9,1,1.0,0.6660993194007909,0.5590035415694554,-0.1070957778313355
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,11|-1,1,4,1.0,0.3366052660387966,0.4031128670141787,0.06650760097538211
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,8|-1,8,4,4.0,0.9957381088102374,0.5637489737933561,-0.4319891350168813
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,8|-2,4,1,1.0,1.2001412129009863,0.5775902767979018,-0.6225509361030845
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,9|-1,7,4,4.0,0.7233926143339722,0.666634056844577,-0.05675855748939518
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,9|-2,2,2,2.0,0.8358075624871809,1.181869291120475,0.346061728633294
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,9|-3,2,1,1.0,0.660174933143924,0.5340125515532644,-0.1261623815906595
narrow_band,speed_curve_matched,steer_rms_deg,C-minus-A,9|0,3,2,2.0,1.3785795603557291,1.318413095066442,-0.06016646528928704
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,10|-1,9,1,1.0,1.6193832000831356,1.441025575645752,-0.17835762443738368
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,11|-1,1,4,1.0,0.7680112621512808,0.7870481129825515,0.019036850831270713
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,8|-1,8,4,4.0,2.4942359582930598,1.450348860581253,-1.0438870977118069
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,8|-2,4,1,1.0,3.0613597615463144,1.4432871791571271,-1.6180725823891873
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|-1,7,4,4.0,1.7681907506873993,1.6660073939042626,-0.10218335678313673
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|-2,2,2,2.0,2.129083539945298,3.0683473897938915,0.9392638498485937
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|-3,2,1,1.0,1.6140497801514337,1.3405727141317667,-0.27347706601966704
narrow_band,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,9|0,3,2,2.0,4.026182830046116,2.2573718313844626,-1.7688109986616531
narrow_band,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,10|-1,9,1,1.0,0.10007484622804948,0.07811156741639466,-0.021963278811654816
narrow_band,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,11|-1,1,4,1.0,0.06490351661978823,0.06179634703806574,-0.0031071695817224895
narrow_band,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,8|-1,8,4,4.0,0.1202124082072541,0.0634904603940232,-0.056721947813230894
narrow_band,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,8|-2,4,1,1.0,0.13775570005553406,0.06826574575086296,-0.0694899543046711
